Region,Crime,Year,Quarter,Number
Inner North,Sexual Assault,2018,Q2,28
Inner North,Sexual Assault,2018,Q3,29
Inner North,Sexual Assault,2018,Q4,23
Inner North,Sexual Assault,2019,Q1,65
Inner North,Sexual Assault,2019,Q2,16
Inner North,Sexual Assault,2019,Q3,26
Inner North,Sexual Assault,2019,Q4,27
Inner North,Sexual Assault,2020,Q1,28
Inner North,Sexual Assault,2020,Q2,23
Inner North,Sexual Assault,2020,Q3,21
Inner North,Sexual Assault,2020,Q4,20
Inner North,Sexual Assault,2021,Q1,33
Inner North,Sexual Assault,2021,Q2,28
Inner North,Sexual Assault,2021,Q3,34
Inner North,Sexual Assault,2021,Q4,43
Inner North,Sexual Assault,2022,Q1,20
Inner North,Sexual Assault,2022,Q2,34
Inner North,Sexual Assault,2022,Q3,39
Inner North,Sexual Assault,2022,Q4,56
Inner North,Sexual Assault,2023,Q1,40
Inner North,Sexual Assault,2023,Q2,36
Inner North,Sexual Assault,2023,Q3,34
Inner North,Sexual Assault,2023,Q4,39
Inner North,Sexual Assault,2024,Q1,37
Inner North,Sexual Assault,2024,Q2,32
Inner North,Sexual Assault,2024,Q3,39
Inner North,Sexual Assault,2024,Q4,42
Inner North,Sexual Assault,2025,Q1,59
Inner North,Sexual Assault,2025,Q2,24
Inner North,TINs,2014,Q1,882
Inner North,TINs,2014,Q2,902
Inner North,TINs,2014,Q3,1000
Inner North,TINs,2014,Q4,746
Inner North,TINs,2015,Q1,607
Inner North,TINs,2015,Q2,675
Inner North,TINs,2015,Q3,819
Inner North,TINs,2015,Q4,551
Inner North,TINs,2016,Q1,669
Inner North,TINs,2016,Q2,595
Inner North,TINs,2016,Q3,827
Inner North,TINs,2016,Q4,729
Inner North,TINs,2017,Q1,799
Inner North,TINs,2017,Q2,807
Inner North,TINs,2017,Q3,744
Inner North,TINs,2017,Q4,720
Inner North,TINs,2018,Q1,889
Inner North,TINs,2018,Q2,530
Inner North,TINs,2018,Q3,751
Inner North,TINs,2018,Q4,602
Inner North,TINs,2019,Q1,612
Inner North,TINs,2019,Q2,522
Inner North,TINs,2019,Q3,355
Inner North,TINs,2019,Q4,673
Inner North,TINs,2020,Q1,690
Inner North,TINs,2020,Q2,517
Inner North,TINs,2020,Q3,379
Inner North,TINs,2020,Q4,421
Inner North,TINs,2021,Q1,274
Inner North,TINs,2021,Q2,470
Inner North,TINs,2021,Q3,291
Inner North,TINs,2021,Q4,291
Inner North,TINs,2022,Q1,268
Inner North,TINs,2022,Q2,257
Inner North,TINs,2022,Q3,270
Inner North,TINs,2022,Q4,309
Inner North,TINs,2023,Q1,324
Inner North,TINs,2023,Q2,484
Inner North,TINs,2023,Q3,356
Inner North,TINs,2023,Q4,277
Inner North,TINs,2024,Q1,403
Inner North,TINs,2024,Q2,303
Inner North,TINs,2024,Q3,334
Inner North,TINs,2024,Q4,345
Inner North,TINs,2025,Q1,494
Inner North,TINs,2025,Q2,400
Inner North,Theft,2014,Q1,726
Inner North,Theft,2014,Q2,546
Inner North,Theft,2014,Q3,520
Inner North,Theft,2014,Q4,514
Inner North,Theft,2015,Q1,540
Inner North,Theft,2015,Q2,606
Inner North,Theft,2015,Q3,554
Inner North,Theft,2015,Q4,624
Inner North,Theft,2016,Q1,501
Inner North,Theft,2016,Q2,599
Inner North,Theft,2016,Q3,441
Inner North,Theft,2016,Q4,407
Inner North,Theft,2017,Q1,585
Inner North,Theft,2017,Q2,482
Inner North,Theft,2017,Q3,444
Inner North,Theft,2017,Q4,543
Inner North,Theft,2018,Q1,451
Inner North,Theft,2018,Q2,499
Inner North,Theft,2018,Q3,489
Inner North,Theft,2018,Q4,529
Inner North,Theft,2019,Q1,581
Inner North,Theft,2019,Q2,646
Inner North,Theft,2019,Q3,522
Inner North,Theft,2019,Q4,478
Inner North,Theft,2020,Q1,523
Inner North,Theft,2020,Q2,309
Inner North,Theft,2020,Q3,379
Inner North,Theft,2020,Q4,551
Inner North,Theft,2021,Q1,566
Inner North,Theft,2021,Q2,685
Inner North,Theft,2021,Q3,569
Inner North,Theft,2021,Q4,601
Inner North,Theft,2022,Q1,657
Inner North,Theft,2022,Q2,611
Inner North,Theft,2022,Q3,497
Inner North,Theft,2022,Q4,508
Inner North,Theft,2023,Q1,614
Inner North,Theft,2023,Q2,519
Inner North,Theft,2023,Q3,546
Inner North,Theft,2023,Q4,538
Inner North,Theft,2024,Q1,555
Inner North,Theft,2024,Q2,440
Inner North,Theft,2024,Q3,589
Inner North,Theft,2024,Q4,634
Inner North,Theft,2025,Q1,593
Inner North,Theft,2025,Q2,514
Inner South,Assault,2014,Q1,36
Inner South,Assault,2014,Q2,30
Inner South,Assault,2014,Q3,34
Inner South,Assault,2014,Q4,26
Inner South,Assault,2015,Q1,28
Inner South,Assault,2015,Q2,30
Inner South,Assault,2015,Q3,29
Inner South,Assault,2015,Q4,34
Inner South,Assault,2016,Q1,30
Inner South,Assault,2016,Q2,29
Inner South,Assault,2016,Q3,28
Inner South,Assault,2016,Q4,31
Inner South,Assault,2017,Q1,35
Inner South,Assault,2017,Q2,42
Inner South,Assault,2017,Q3,27
Inner South,Assault,2017,Q4,48
Inner South,Assault,2018,Q1,38
Inner South,Assault,2018,Q2,33
Inner South,Assault,2018,Q3,31
Inner South,Assault,2018,Q4,40
Inner South,Assault,2019,Q1,36
Inner South,Assault,2019,Q2,33
Inner South,Assault,2019,Q3,28
Inner South,Assault,2019,Q4,43
Inner South,Assault,2020,Q1,21
Inner South,Assault,2020,Q2,24
Inner South,Assault,2020,Q3,16
Inner South,Assault,2020,Q4,30
Inner South,Assault,2021,Q1,36
Inner South,Assault,2021,Q2,34
Inner South,Assault,2021,Q3,28
Inner South,Assault,2021,Q4,35
Inner South,Assault,2022,Q1,37
Inner South,Assault,2022,Q2,23
Inner South,Assault,2022,Q3,25
Inner South,Assault,2022,Q4,23
Inner South,Assault,2023,Q1,19
Inner South,Assault,2023,Q2,20
Inner South,Assault,2023,Q3,31
Inner South,Assault,2023,Q4,33
Inner South,Assault,2024,Q1,26
Inner South,Assault,2024,Q2,29
Inner South,Assault,2024,Q3,17
Inner South,Assault,2024,Q4,9
Inner South,Assault,2025,Q1,21
Inner South,Assault,2025,Q2,12
Inner South,Burglary,2014,Q1,84
Inner South,Burglary,2014,Q2,78
Inner South,Burglary,2014,Q3,46
Inner South,Burglary,2014,Q4,69
Inner South,Burglary,2015,Q1,67
Inner South,Burglary,2015,Q2,117
Inner South,Burglary,2015,Q3,84
Inner South,Burglary,2015,Q4,140
Inner South,Burglary,2016,Q1,121
Inner South,Burglary,2016,Q2,111
Inner South,Burglary,2016,Q3,81
Inner South,Burglary,2016,Q4,92
Inner South,Burglary,2017,Q1,93
Inner South,Burglary,2017,Q2,72
Inner South,Burglary,2017,Q3,82
Inner South,Burglary,2017,Q4,97
Inner South,Burglary,2018,Q1,86
Inner South,Burglary,2018,Q2,110
Inner South,Burglary,2018,Q3,95
Inner South,Burglary,2018,Q4,65
Inner South,Burglary,2019,Q1,96
Inner South,Burglary,2019,Q2,57
Inner South,Burglary,2019,Q3,53
Inner South,Burglary,2019,Q4,53
Inner South,Burglary,2020,Q1,84
Inner South,Burglary,2020,Q2,45
Inner South,Burglary,2020,Q3,45
Inner South,Burglary,2020,Q4,85
Inner South,Burglary,2021,Q1,65
Inner South,Burglary,2021,Q2,64
Inner South,Burglary,2021,Q3,67
Inner South,Burglary,2021,Q4,66
Inner South,Burglary,2022,Q1,66
Inner South,Burglary,2022,Q2,54
Inner South,Burglary,2022,Q3,61
Inner South,Burglary,2022,Q4,58
Inner South,Burglary,2023,Q1,41
Inner South,Burglary,2023,Q2,41
Inner South,Burglary,2023,Q3,71
Inner South,Burglary,2023,Q4,67
Inner South,Burglary,2024,Q1,71
Inner South,Burglary,2024,Q2,46
Inner South,Burglary,2024,Q3,57
Inner South,Burglary,2024,Q4,33
Inner South,Burglary,2025,Q1,78
Inner South,Burglary,2025,Q2,45
Inner South,CINs,2014,Q1,2
Inner South,CINs,2014,Q2,0
Inner South,CINs,2014,Q3,2
Inner South,CINs,2014,Q4,10
Inner South,CINs,2015,Q1,5
Inner South,CINs,2015,Q2,0
Inner South,CINs,2015,Q3,2
Inner South,CINs,2015,Q4,4
Inner South,CINs,2016,Q1,5
Inner South,CINs,2016,Q2,2
Inner South,CINs,2016,Q3,1
Inner South,CINs,2016,Q4,1
Inner South,CINs,2017,Q1,0
Inner South,CINs,2017,Q2,1
Inner South,CINs,2017,Q3,0
Inner South,CINs,2017,Q4,2
Inner South,CINs,2018,Q1,4
Inner South,CINs,2018,Q2,0
Inner South,CINs,2018,Q3,0
Inner South,CINs,2018,Q4,4
Inner South,CINs,2019,Q1,1
Inner South,CINs,2019,Q2,0
Inner South,CINs,2019,Q3,0
Inner South,CINs,2019,Q4,1
Inner South,CINs,2020,Q1,0
Inner South,CINs,2020,Q2,0
Inner South,CINs,2020,Q3,1
Inner South,CINs,2020,Q4,1
Inner South,CINs,2021,Q1,1
Inner South,CINs,2021,Q2,0
Inner South,CINs,2021,Q3,6
Inner South,CINs,2021,Q4,2
Inner South,CINs,2022,Q1,0
Inner South,CINs,2022,Q2,0
Inner South,CINs,2022,Q3,1
Inner South,CINs,2022,Q4,0
Inner South,CINs,2023,Q1,0
Inner South,CINs,2023,Q2,0
Inner South,CINs,2023,Q3,0
Inner South,CINs,2023,Q4,0
Inner South,CINs,2024,Q1,0
Inner South,CINs,2024,Q2,0
Inner South,CINs,2024,Q3,0
Inner South,CINs,2024,Q4,0
Inner South,CINs,2025,Q1,0
Inner South,CINs,2025,Q2,0
Inner South,Family Violence,2014,Q1,13
Inner South,Family Violence,2014,Q2,14
Inner South,Family Violence,2014,Q3,9
Inner South,Family Violence,2014,Q4,15
Inner South,Family Violence,2015,Q1,9
Inner South,Family Violence,2015,Q2,16
Inner South,Family Violence,2015,Q3,10
Inner South,Family Violence,2015,Q4,13
Inner South,Family Violence,2016,Q1,19
Inner South,Family Violence,2016,Q2,19
Inner South,Family Violence,2016,Q3,28
Inner South,Family Violence,2016,Q4,23
Inner South,Family Violence,2017,Q1,15
Inner South,Family Violence,2017,Q2,37
Inner South,Family Violence,2017,Q3,13
Inner South,Family Violence,2017,Q4,20
Inner South,Family Violence,2018,Q1,9
Inner South,Family Violence,2018,Q2,5
Inner South,Family Violence,2018,Q3,10
Inner South,Family Violence,2018,Q4,14
Inner South,Family Violence,2019,Q1,19
Inner South,Family Violence,2019,Q2,18
Inner South,Family Violence,2019,Q3,26
Inner South,Family Violence,2019,Q4,18
Inner South,Family Violence,2020,Q1,20
Inner South,Family Violence,2020,Q2,11
Inner South,Family Violence,2020,Q3,25
Inner South,Family Violence,2020,Q4,19
Inner South,Family Violence,2021,Q1,18
Inner South,Family Violence,2021,Q2,19
Inner South,Family Violence,2021,Q3,21
Inner South,Family Violence,2021,Q4,18
Inner South,Family Violence,2022,Q1,14
Inner South,Family Violence,2022,Q2,17
Inner South,Family Violence,2022,Q3,26
Inner South,Family Violence,2022,Q4,13
Inner South,Family Violence,2023,Q1,13
Inner South,Family Violence,2023,Q2,19
Inner South,Family Violence,2023,Q3,16
Inner South,Family Violence,2023,Q4,18
Inner South,Family Violence,2024,Q1,13
Inner South,Family Violence,2024,Q2,16
Inner South,Family Violence,2024,Q3,12
Inner South,Family Violence,2024,Q4,10
Inner South,Family Violence,2025,Q1,23
Inner South,Family Violence,2025,Q2,10
Inner South,Homicide,2014,Q1,0
Inner South,Homicide,2014,Q2,0
Inner South,Homicide,2014,Q3,1
Inner South,Homicide,2014,Q4,0
Inner South,Homicide,2015,Q1,0
Inner South,Homicide,2015,Q2,0
Inner South,Homicide,2015,Q3,0
Inner South,Homicide,2015,Q4,3
Inner South,Homicide,2016,Q1,1
Inner South,Homicide,2016,Q2,0
Inner South,Homicide,2016,Q3,0
Inner South,Homicide,2016,Q4,0
Inner South,Homicide,2017,Q1,0
Inner South,Homicide,2017,Q2,1
Inner South,Homicide,2017,Q3,0
Inner South,Homicide,2017,Q4,0
Inner South,Homicide,2018,Q1,0
Inner South,Homicide,2018,Q2,0
Inner South,Homicide,2018,Q3,0
Inner South,Homicide,2018,Q4,0
Inner South,Homicide,2019,Q1,1
Inner South,Homicide,2019,Q2,0
Inner South,Homicide,2019,Q3,0
Inner South,Homicide,2019,Q4,0
Inner South,Homicide,2020,Q1,0
Inner South,Homicide,2020,Q2,0
Inner South,Homicide,2020,Q3,2
Inner South,Homicide,2020,Q4,0
Inner South,Homicide,2021,Q1,0
Inner South,Homicide,2021,Q2,0
Inner South,Homicide,2021,Q3,0
Inner South,Homicide,2021,Q4,0
Inner South,Homicide,2022,Q1,1
Inner South,Homicide,2022,Q2,0
Inner South,Homicide,2022,Q3,0
Inner South,Homicide,2022,Q4,0
Inner South,Homicide,2023,Q1,0
Inner South,Homicide,2023,Q2,0
Inner South,Homicide,2023,Q3,0
Inner South,Homicide,2023,Q4,1
Inner South,Homicide,2024,Q1,0
Inner South,Homicide,2024,Q2,1
Inner South,Homicide,2024,Q3,0
Inner South,Homicide,2024,Q4,0
Inner South,Homicide,2025,Q1,0
Inner South,Homicide,2025,Q2,0
Inner South,Other,2014,Q1,296
Inner South,Other,2014,Q2,311
Inner South,Other,2014,Q3,227
Inner South,Other,2014,Q4,242
Inner South,Other,2015,Q1,296
Inner South,Other,2015,Q2,227
Inner South,Other,2015,Q3,243
Inner South,Other,2015,Q4,248
Inner South,Other,2016,Q1,256
Inner South,Other,2016,Q2,288
Inner South,Other,2016,Q3,369
Inner South,Other,2016,Q4,331
Inner South,Other,2017,Q1,264
Inner South,Other,2017,Q2,354
Inner South,Other,2017,Q3,355
Inner South,Other,2017,Q4,359
Inner South,Other,2018,Q1,300
Inner South,Other,2018,Q2,311
Inner South,Other,2018,Q3,350
Inner South,Other,2018,Q4,382
Inner South,Other,2019,Q1,216
Inner South,Other,2019,Q2,233
Inner South,Other,2019,Q3,194
Inner South,Other,2019,Q4,224
Inner South,Other,2020,Q1,295
Inner South,Other,2020,Q2,263
Inner South,Other,2020,Q3,324
Inner South,Other,2020,Q4,239
Inner South,Other,2021,Q1,265
Inner South,Other,2021,Q2,334
Inner South,Other,2021,Q3,251
Inner South,Other,2021,Q4,224
Inner South,Other,2022,Q1,200
Inner South,Other,2022,Q2,216
Inner South,Other,2022,Q3,238
Inner South,Other,2022,Q4,151
Inner South,Other,2023,Q1,182
Inner South,Other,2023,Q2,125
Inner South,Other,2023,Q3,121
Inner South,Other,2023,Q4,150
Inner South,Other,2024,Q1,143
Inner South,Other,2024,Q2,159
Inner South,Other,2024,Q3,121
Inner South,Other,2024,Q4,201
Inner South,Other,2025,Q1,168
Inner South,Other,2025,Q2,152
Inner South,Property Damage,2014,Q1,128
Inner South,Property Damage,2014,Q2,109
Inner South,Property Damage,2014,Q3,112
Inner South,Property Damage,2014,Q4,179
Inner South,Property Damage,2015,Q1,111
Inner South,Property Damage,2015,Q2,207
Inner South,Property Damage,2015,Q3,200
Inner South,Property Damage,2015,Q4,194
Inner South,Property Damage,2016,Q1,170
Inner South,Property Damage,2016,Q2,175
Inner South,Property Damage,2016,Q3,142
Inner South,Property Damage,2016,Q4,166
Inner South,Property Damage,2017,Q1,193
Inner South,Property Damage,2017,Q2,210
Inner South,Property Damage,2017,Q3,137
Inner South,Property Damage,2017,Q4,157
Inner South,Property Damage,2018,Q1,160
Inner South,Property Damage,2018,Q2,113
Inner South,Property Damage,2018,Q3,201
Inner South,Property Damage,2018,Q4,133
Inner South,Property Damage,2019,Q1,155
Inner South,Property Damage,2019,Q2,88
Inner South,Property Damage,2019,Q3,116
Inner South,Property Damage,2019,Q4,105
Inner South,Property Damage,2020,Q1,101
Inner South,Property Damage,2020,Q2,97
Inner South,Property Damage,2020,Q3,95
Inner South,Property Damage,2020,Q4,118
Inner South,Property Damage,2021,Q1,132
Inner South,Property Damage,2021,Q2,140
Inner South,Property Damage,2021,Q3,113
Inner South,Property Damage,2021,Q4,136
Inner South,Property Damage,2022,Q1,147
Inner South,Property Damage,2022,Q2,175
Inner South,Property Damage,2022,Q3,135
Inner South,Property Damage,2022,Q4,85
Inner South,Property Damage,2023,Q1,60
Inner South,Property Damage,2023,Q2,77
Inner South,Property Damage,2023,Q3,94
Inner South,Property Damage,2023,Q4,96
Inner South,Property Damage,2024,Q1,82
Inner South,Property Damage,2024,Q2,44
Inner South,Property Damage,2024,Q3,68
Inner South,Property Damage,2024,Q4,63
Inner South,Property Damage,2025,Q1,55
Inner South,Property Damage,2025,Q2,44
Inner South,Robbery,2014,Q1,4
Inner South,Robbery,2014,Q2,5
Inner South,Robbery,2014,Q3,1
Inner South,Robbery,2014,Q4,5
Inner South,Robbery,2015,Q1,2
Inner South,Robbery,2015,Q2,7
Inner South,Robbery,2015,Q3,6
Inner South,Robbery,2015,Q4,2
Inner South,Robbery,2016,Q1,4
Inner South,Robbery,2016,Q2,7
Inner South,Robbery,2016,Q3,3
Inner South,Robbery,2016,Q4,3
Inner South,Robbery,2017,Q1,10
Inner South,Robbery,2017,Q2,8
Inner South,Robbery,2017,Q3,8
Inner South,Robbery,2017,Q4,5
Inner South,Robbery,2018,Q1,5
Inner South,Robbery,2018,Q2,3
Inner South,Robbery,2018,Q3,1
Inner South,Robbery,2018,Q4,3
Inner South,Robbery,2019,Q1,4
Inner South,Robbery,2019,Q2,3
Inner South,Robbery,2019,Q3,4
Inner South,Robbery,2019,Q4,6
Inner South,Robbery,2020,Q1,8
Inner South,Robbery,2020,Q2,3
Inner South,Robbery,2020,Q3,2
Inner South,Robbery,2020,Q4,1
Inner South,Robbery,2021,Q1,2
Inner South,Robbery,2021,Q2,6
Inner South,Robbery,2021,Q3,3
Inner South,Robbery,2021,Q4,6
Inner South,Robbery,2022,Q1,3
Inner South,Robbery,2022,Q2,1
Inner South,Robbery,2022,Q3,2
Inner South,Robbery,2022,Q4,3
Inner South,Robbery,2023,Q1,7
Inner South,Robbery,2023,Q2,3
Inner South,Robbery,2023,Q3,5
Inner South,Robbery,2023,Q4,2
Inner South,Robbery,2024,Q1,4
Inner South,Robbery,2024,Q2,5
Inner South,Robbery,2024,Q3,2
Inner South,Robbery,2024,Q4,1
Inner South,Robbery,2025,Q1,4
Inner South,Robbery,2025,Q2,2
Inner South,Sexual Assault,2014,Q1,3
Inner South,Sexual Assault,2014,Q2,4
Inner South,Sexual Assault,2014,Q3,6
Inner South,Sexual Assault,2014,Q4,7
Inner South,Sexual Assault,2015,Q1,17
Inner South,Sexual Assault,2015,Q2,7
Inner South,Sexual Assault,2015,Q3,3
Inner South,Sexual Assault,2015,Q4,15
Inner South,Sexual Assault,2016,Q1,5
Inner South,Sexual Assault,2016,Q2,3
Inner South,Sexual Assault,2016,Q3,17
Inner South,Sexual Assault,2016,Q4,16
Inner South,Sexual Assault,2017,Q1,7
Inner South,Sexual Assault,2017,Q2,12
Inner South,Sexual Assault,2017,Q3,19
Inner South,Sexual Assault,2017,Q4,18
Inner South,Sexual Assault,2018,Q1,12
Inner South,Sexual Assault,2018,Q2,5
Inner South,Sexual Assault,2018,Q3,7
Inner South,Sexual Assault,2018,Q4,8
Inner South,Sexual Assault,2019,Q1,9
Inner South,Sexual Assault,2019,Q2,13
Inner South,Sexual Assault,2019,Q3,22
Inner South,Sexual Assault,2019,Q4,16
Inner South,Sexual Assault,2020,Q1,18
Inner South,Sexual Assault,2020,Q2,6
Inner South,Sexual Assault,2020,Q3,12
Inner South,Sexual Assault,2020,Q4,13
Inner South,Sexual Assault,2021,Q1,10
Inner South,Sexual Assault,2021,Q2,6
Inner South,Sexual Assault,2021,Q3,4
Inner South,Sexual Assault,2021,Q4,5
Inner South,Sexual Assault,2022,Q1,5
Inner South,Sexual Assault,2022,Q2,18
Inner South,Sexual Assault,2022,Q3,13
Inner South,Sexual Assault,2022,Q4,9
Inner South,Sexual Assault,2023,Q1,12
Inner South,Sexual Assault,2023,Q2,14
Inner South,Sexual Assault,2023,Q3,7
Inner South,Sexual Assault,2023,Q4,10
Inner South,Sexual Assault,2024,Q1,8
Inner South,Sexual Assault,2024,Q2,18
Inner South,Sexual Assault,2024,Q3,10
Inner South,Sexual Assault,2024,Q4,17
Inner South,Sexual Assault,2025,Q1,3
Inner South,Sexual Assault,2025,Q2,9
Inner South,TINs,2014,Q1,293
Inner South,TINs,2014,Q2,342
Inner South,TINs,2014,Q3,464
Inner South,TINs,2014,Q4,294
Inner South,TINs,2015,Q1,224
Inner South,TINs,2015,Q2,280
Inner South,TINs,2015,Q3,402
Inner South,TINs,2015,Q4,217
Inner South,TINs,2016,Q1,228
Inner South,TINs,2016,Q2,207
Inner South,TINs,2016,Q3,321
Inner South,TINs,2016,Q4,225
Inner South,TINs,2017,Q1,199
Inner South,TINs,2017,Q2,330
Inner South,TINs,2017,Q3,272
Inner South,TINs,2017,Q4,215
Inner South,TINs,2018,Q1,246
Inner South,TINs,2018,Q2,169
Inner South,TINs,2018,Q3,256
Inner South,TINs,2018,Q4,196
Inner South,TINs,2019,Q1,392
Inner South,TINs,2019,Q2,216
Inner South,TINs,2019,Q3,173
Inner South,TINs,2019,Q4,237
Inner South,TINs,2020,Q1,299
Inner South,TINs,2020,Q2,213
Inner South,TINs,2020,Q3,235
Inner South,TINs,2020,Q4,184
Inner South,TINs,2021,Q1,117
Inner South,TINs,2021,Q2,165
Inner South,TINs,2021,Q3,68
Inner South,TINs,2021,Q4,95
Inner South,TINs,2022,Q1,118
Inner South,TINs,2022,Q2,76
Inner South,TINs,2022,Q3,117
Inner South,TINs,2022,Q4,99
Inner South,TINs,2023,Q1,107
Inner South,TINs,2023,Q2,183
Inner South,TINs,2023,Q3,149
Inner South,TINs,2023,Q4,113
Inner South,TINs,2024,Q1,131
Inner South,TINs,2024,Q2,140
Inner South,TINs,2024,Q3,131
Inner South,TINs,2024,Q4,201
Inner South,TINs,2025,Q1,242
Inner South,TINs,2025,Q2,227
Inner South,Theft,2014,Q1,311
Inner South,Theft,2014,Q2,332
Inner South,Theft,2014,Q3,297
Inner South,Theft,2014,Q4,336
Inner South,Theft,2015,Q1,299
Inner South,Theft,2015,Q2,478
Inner South,Theft,2015,Q3,460
Inner South,Theft,2015,Q4,521
Inner South,Theft,2016,Q1,365
Inner South,Theft,2016,Q2,469
Inner South,Theft,2016,Q3,381
Inner South,Theft,2016,Q4,391
Inner South,Theft,2017,Q1,417
Inner South,Theft,2017,Q2,422
Inner South,Theft,2017,Q3,360
Inner South,Theft,2017,Q4,449
Inner South,Theft,2018,Q1,391
Inner South,Theft,2018,Q2,436
Inner South,Theft,2018,Q3,462
Inner South,Theft,2018,Q4,345
Inner South,Theft,2019,Q1,358
Inner South,Theft,2019,Q2,241
Inner South,Theft,2019,Q3,277
Inner South,Theft,2019,Q4,308
Inner South,Theft,2020,Q1,329
Inner South,Theft,2020,Q2,188
Inner South,Theft,2020,Q3,244
Inner South,Theft,2020,Q4,273
Inner South,Theft,2021,Q1,298
Inner South,Theft,2021,Q2,405
Inner South,Theft,2021,Q3,272
Inner South,Theft,2021,Q4,304
Inner South,Theft,2022,Q1,273
Inner South,Theft,2022,Q2,353
Inner South,Theft,2022,Q3,304
Inner South,Theft,2022,Q4,180
Inner South,Theft,2023,Q1,168
Inner South,Theft,2023,Q2,167
Inner South,Theft,2023,Q3,226
Inner South,Theft,2023,Q4,209
Inner South,Theft,2024,Q1,231
Inner South,Theft,2024,Q2,150
Inner South,Theft,2024,Q3,166
Inner South,Theft,2024,Q4,155
Inner South,Theft,2025,Q1,206
Inner South,Theft,2025,Q2,169
Molonglo District,Assault,2014,Q1,0
Molonglo District,Assault,2014,Q2,0
Molonglo District,Assault,2014,Q3,6
Molonglo District,Assault,2014,Q4,0
Molonglo District,Assault,2015,Q1,0
Molonglo District,Assault,2015,Q2,0
Molonglo District,Assault,2015,Q3,0
Molonglo District,Assault,2015,Q4,0
Molonglo District,Assault,2016,Q1,0
Molonglo District,Assault,2016,Q2,2
Molonglo District,Assault,2016,Q3,1
Molonglo District,Assault,2016,Q4,0
Molonglo District,Assault,2017,Q1,0
Molonglo District,Assault,2017,Q2,2
Molonglo District,Assault,2017,Q3,1
Molonglo District,Assault,2017,Q4,5
Molonglo District,Assault,2018,Q1,0
Molonglo District,Assault,2018,Q2,1
Molonglo District,Assault,2018,Q3,0
Molonglo District,Assault,2018,Q4,0
Molonglo District,Assault,2019,Q1,2
Molonglo District,Assault,2019,Q2,2
Molonglo District,Assault,2019,Q3,1
Molonglo District,Assault,2019,Q4,2
Molonglo District,Assault,2020,Q1,3
Molonglo District,Assault,2020,Q2,0
Molonglo District,Assault,2020,Q3,6
Molonglo District,Assault,2020,Q4,2
Molonglo District,Assault,2021,Q1,5
Molonglo District,Assault,2021,Q2,2
Molonglo District,Assault,2021,Q3,3
Molonglo District,Assault,2021,Q4,1
Molonglo District,Assault,2022,Q1,0
Molonglo District,Assault,2022,Q2,0
Molonglo District,Assault,2022,Q3,3
Molonglo District,Assault,2022,Q4,2
Molonglo District,Assault,2023,Q1,2
Molonglo District,Assault,2023,Q2,1
Molonglo District,Assault,2023,Q3,4
Molonglo District,Assault,2023,Q4,6
Molonglo District,Assault,2024,Q1,2
Molonglo District,Assault,2024,Q2,2
Molonglo District,Assault,2024,Q3,5
Molonglo District,Assault,2024,Q4,1
Molonglo District,Assault,2025,Q1,1
Molonglo District,Assault,2025,Q2,3
Molonglo District,Burglary,2014,Q1,2
Molonglo District,Burglary,2014,Q2,2
Molonglo District,Burglary,2014,Q3,2
Molonglo District,Burglary,2014,Q4,4
Molonglo District,Burglary,2015,Q1,5
Molonglo District,Burglary,2015,Q2,8
Molonglo District,Burglary,2015,Q3,7
Molonglo District,Burglary,2015,Q4,10
Molonglo District,Burglary,2016,Q1,22
Molonglo District,Burglary,2016,Q2,21
Molonglo District,Burglary,2016,Q3,22
Molonglo District,Burglary,2016,Q4,6
Molonglo District,Burglary,2017,Q1,7
Molonglo District,Burglary,2017,Q2,20
Molonglo District,Burglary,2017,Q3,20
Molonglo District,Burglary,2017,Q4,14
Molonglo District,Burglary,2018,Q1,7
Molonglo District,Burglary,2018,Q2,8
Molonglo District,Burglary,2018,Q3,7
Molonglo District,Burglary,2018,Q4,2
Molonglo District,Burglary,2019,Q1,9
Molonglo District,Burglary,2019,Q2,12
Molonglo District,Burglary,2019,Q3,6
Molonglo District,Burglary,2019,Q4,27
Molonglo District,Burglary,2020,Q1,22
Molonglo District,Burglary,2020,Q2,9
Molonglo District,Burglary,2020,Q3,12
Molonglo District,Burglary,2020,Q4,12
Molonglo District,Burglary,2021,Q1,8
Molonglo District,Burglary,2021,Q2,4
Molonglo District,Burglary,2021,Q3,4
Molonglo District,Burglary,2021,Q4,5
Molonglo District,Burglary,2022,Q1,8
Molonglo District,Burglary,2022,Q2,6
Molonglo District,Burglary,2022,Q3,5
Molonglo District,Burglary,2022,Q4,7
Molonglo District,Burglary,2023,Q1,5
Molonglo District,Burglary,2023,Q2,8
Molonglo District,Burglary,2023,Q3,3
Molonglo District,Burglary,2023,Q4,10
Molonglo District,Burglary,2024,Q1,16
Molonglo District,Burglary,2024,Q2,6
Molonglo District,Burglary,2024,Q3,3
Molonglo District,Burglary,2024,Q4,12
Molonglo District,Burglary,2025,Q1,7
Molonglo District,Burglary,2025,Q2,5
Molonglo District,CINs,2014,Q1,0
Molonglo District,CINs,2014,Q2,0
Molonglo District,CINs,2014,Q3,0
Molonglo District,CINs,2014,Q4,0
Molonglo District,CINs,2015,Q1,0
Molonglo District,CINs,2015,Q2,0
Molonglo District,CINs,2015,Q3,0
Molonglo District,CINs,2015,Q4,0
Molonglo District,CINs,2016,Q1,0
Molonglo District,CINs,2016,Q2,0
Molonglo District,CINs,2016,Q3,0
